,gender,past_3yrs_pur,wealth_segment,deceased_indicator,owns_car,tenure,state,property_valuation,product_class,list_price,age,Cluster_lbl
12032,Female,69,Affluent Customer,N,No,8.0,VIC,9,medium,1036.59,31.0,0
12033,Female,69,Affluent Customer,N,No,8.0,VIC,9,low,1793.43,31.0,0
12034,Female,69,Affluent Customer,N,No,8.0,VIC,9,high,12.01,31.0,0
12035,Female,69,Affluent Customer,N,No,8.0,VIC,9,medium,1403.5,31.0,0
12036,Female,69,Affluent Customer,N,No,8.0,VIC,9,medium,416.98,31.0,0
12037,Female,69,Affluent Customer,N,No,8.0,VIC,9,medium,1466.68,31.0,0
12038,Female,69,Affluent Customer,N,No,8.0,VIC,9,medium,586.45,31.0,0
12039,Female,74,High Net Worth,N,Yes,12.0,NSW,8,medium,1071.23,51.0,1
12040,Female,74,High Net Worth,N,Yes,12.0,NSW,8,low,1720.7,51.0,1
12041,Female,74,High Net Worth,N,Yes,12.0,NSW,8,medium,1538.99,51.0,1
12042,Female,74,High Net Worth,N,Yes,12.0,NSW,8,medium,2091.47,51.0,1
12043,Female,74,High Net Worth,N,Yes,12.0,NSW,8,medium,1807.45,51.0,1
12044,Male,38,Mass Customer,N,No,21.0,QLD,9,medium,1765.3,32.0,0
12045,Male,38,Mass Customer,N,No,21.0,QLD,9,low,958.74,32.0,0
12046,Male,38,Mass Customer,N,No,21.0,QLD,9,medium,1231.15,32.0,0
12047,Male,38,Mass Customer,N,No,21.0,QLD,9,medium,1231.15,32.0,0
12048,Male,38,Mass Customer,N,No,21.0,QLD,9,medium,1466.68,32.0,0
12049,Male,38,Mass Customer,N,No,21.0,QLD,9,low,1073.07,32.0,0
12050,Female,82,High Net Worth,N,No,16.0,QLD,2,medium,1415.01,51.0,0
12051,Female,82,High Net Worth,N,No,16.0,QLD,2,medium,1362.99,51.0,0
12052,Female,82,High Net Worth,N,No,16.0,QLD,2,high,1274.93,51.0,0
12053,Female,82,High Net Worth,N,No,16.0,QLD,2,medium,416.98,51.0,0
12054,Female,82,High Net Worth,N,No,16.0,QLD,2,medium,360.4,51.0,0
12055,Female,82,High Net Worth,N,No,16.0,QLD,2,low,642.31,51.0,0
12056,Male,40,High Net Worth,N,Yes,19.0,NSW,8,medium,290.62,61.0,1
12057,Male,40,High Net Worth,N,Yes,19.0,NSW,8,medium,1061.56,61.0,1
12058,Male,40,High Net Worth,N,Yes,19.0,NSW,8,low,1793.43,61.0,1
12059,Male,40,High Net Worth,N,Yes,19.0,NSW,8,medium,1810.0,61.0,1
12060,Male,40,High Net Worth,N,Yes,19.0,NSW,8,medium,60.34,61.0,1
12061,Male,40,High Net Worth,N,Yes,19.0,NSW,8,high,2005.66,61.0,1
12062,Male,40,High Net Worth,N,Yes,19.0,NSW,8,medium,1945.43,61.0,1
12085,Male,94,Affluent Customer,N,No,18.0,NSW,6,low,1073.07,45.0,0
12086,Male,94,Affluent Customer,N,No,18.0,NSW,6,medium,230.91,45.0,1
12087,Male,94,Affluent Customer,N,No,18.0,NSW,6,medium,1227.34,45.0,1
12088,Male,94,Affluent Customer,N,No,18.0,NSW,6,medium,1894.19,45.0,1
12089,Male,94,Affluent Customer,N,No,18.0,NSW,6,low,1289.85,45.0,0
12090,Male,94,Affluent Customer,N,No,18.0,NSW,6,medium,1228.07,45.0,1
12091,Male,94,Affluent Customer,N,No,18.0,NSW,6,medium,2091.47,45.0,1
12092,Male,94,Affluent Customer,N,No,18.0,NSW,6,high,358.39,45.0,0
12093,Male,94,Affluent Customer,N,No,18.0,NSW,6,medium,1311.44,45.0,1
12094,Male,94,Affluent Customer,N,No,18.0,NSW,6,medium,912.52,45.0,1
12095,Female,31,Mass Customer,N,No,11.0,QLD,1,medium,100.35,41.0,0
12096,Female,31,Mass Customer,N,No,11.0,QLD,1,medium,1777.8,41.0,0
12097,Female,31,Mass Customer,N,No,11.0,QLD,1,high,1842.92,41.0,0
12098,Female,31,Mass Customer,N,No,11.0,QLD,1,low,363.01,41.0,0
12099,Female,31,Mass Customer,N,No,11.0,QLD,1,medium,1810.0,41.0,0
12100,Female,31,Mass Customer,N,No,11.0,QLD,1,medium,360.4,41.0,0
12101,Female,31,Mass Customer,N,No,11.0,QLD,1,medium,202.62,41.0,0
12102,Female,31,Mass Customer,N,No,11.0,QLD,1,low,958.74,41.0,0
12103,Male,29,High Net Worth,N,Yes,6.0,VIC,7,low,1289.85,49.0,0
12104,Male,29,High Net Worth,N,Yes,6.0,VIC,7,medium,1769.64,49.0,1
12105,Male,29,High Net Worth,N,Yes,6.0,VIC,7,low,642.31,49.0,0
12106,Male,29,High Net Worth,N,Yes,6.0,VIC,7,medium,1403.5,49.0,1
12107,Male,29,High Net Worth,N,Yes,6.0,VIC,7,medium,2091.47,49.0,1
12108,Male,91,High Net Worth,N,Yes,13.0,NSW,10,medium,1216.14,50.0,1
12109,Male,91,High Net Worth,N,Yes,13.0,NSW,10,medium,1812.75,50.0,1
12110,Male,91,High Net Worth,N,Yes,13.0,NSW,10,high,1661.92,50.0,1
12111,Male,91,High Net Worth,N,Yes,13.0,NSW,10,medium,2091.47,50.0,1
12112,Female,2,Affluent Customer,N,Yes,4.0,QLD,4,medium,1198.46,28.0,1
12113,Female,2,Affluent Customer,N,Yes,4.0,QLD,4,medium,742.54,28.0,1
12114,Female,41,Mass Customer,N,Yes,18.0,QLD,3,medium,290.62,35.0,1
12115,Female,41,Mass Customer,N,Yes,18.0,QLD,3,medium,2091.47,35.0,1
12116,Female,41,Mass Customer,N,Yes,18.0,QLD,3,high,748.17,35.0,0
12117,Female,14,High Net Worth,N,Yes,18.0,NSW,8,medium,1280.28,55.0,1
12118,Female,14,High Net Worth,N,Yes,18.0,NSW,8,low,945.04,55.0,1
12119,Female,14,High Net Worth,N,Yes,18.0,NSW,8,low,1057.51,55.0,1
12120,Female,14,High Net Worth,N,Yes,18.0,NSW,8,medium,1636.9,55.0,1
12121,Female,14,High Net Worth,N,Yes,18.0,NSW,8,medium,100.35,55.0,1
12122,Female,14,High Net Worth,N,Yes,18.0,NSW,8,medium,1945.43,55.0,1
12123,Female,14,High Net Worth,N,Yes,18.0,NSW,8,medium,175.89,55.0,1
12124,Female,14,High Net Worth,N,Yes,18.0,NSW,8,high,495.72,55.0,1
12125,Male,29,High Net Worth,N,No,14.0,QLD,6,medium,1036.59,47.0,0
12126,Male,29,High Net Worth,N,No,14.0,QLD,6,low,958.74,47.0,0
12127,Male,29,High Net Worth,N,No,14.0,QLD,6,low,1720.7,47.0,0
12128,Male,29,High Net Worth,N,No,14.0,QLD,6,medium,544.05,47.0,0
12129,Male,29,High Net Worth,N,No,14.0,QLD,6,high,1129.13,47.0,0
12130,Male,29,High Net Worth,N,No,14.0,QLD,6,medium,1071.23,47.0,0
12131,Male,29,High Net Worth,N,No,14.0,QLD,6,high,1129.13,47.0,0
12132,Male,98,Affluent Customer,N,Yes,12.0,NSW,9,medium,1216.14,47.0,1
12133,Male,98,Affluent Customer,N,Yes,12.0,NSW,9,medium,1992.93,47.0,1
12134,Male,98,Affluent Customer,N,Yes,12.0,NSW,9,medium,1635.3,47.0,1
12135,Male,98,Affluent Customer,N,Yes,12.0,NSW,9,medium,795.34,47.0,1
12136,Male,98,Affluent Customer,N,Yes,12.0,NSW,9,medium,1151.96,47.0,1
12137,Male,98,Affluent Customer,N,Yes,12.0,NSW,9,high,748.17,47.0,1
12138,Male,98,Affluent Customer,N,Yes,12.0,NSW,9,medium,1061.56,47.0,1
12139,Male,98,Affluent Customer,N,Yes,12.0,NSW,9,medium,1311.44,47.0,1
12140,Male,98,Affluent Customer,N,Yes,12.0,NSW,9,medium,1198.46,47.0,1
12141,Female,64,Mass Customer,N,Yes,6.0,NSW,8,medium,1577.53,27.0,1
12142,Female,64,Mass Customer,N,Yes,6.0,NSW,8,high,1024.66,27.0,1
12143,Female,64,Mass Customer,N,Yes,6.0,NSW,8,medium,1992.93,27.0,1
12144,Female,64,Mass Customer,N,Yes,6.0,NSW,8,medium,1362.99,27.0,1
12145,Female,91,Affluent Customer,N,No,17.0,QLD,6,low,945.04,48.0,0
12146,Female,91,Affluent Customer,N,No,17.0,QLD,6,medium,1945.43,48.0,0
12147,Female,91,Affluent Customer,N,No,17.0,QLD,6,medium,1151.96,48.0,0
12148,Female,91,Affluent Customer,N,No,17.0,QLD,6,low,945.04,48.0,0
12149,Male,78,High Net Worth,N,No,19.0,NSW,11,medium,290.62,66.0,1
12150,Male,78,High Net Worth,N,No,19.0,NSW,11,low,958.74,66.0,0
12151,Male,78,High Net Worth,N,No,19.0,NSW,11,low,958.74,66.0,0
12152,Male,78,High Net Worth,N,No,19.0,NSW,11,high,1977.36,66.0,0
12153,Male,78,High Net Worth,N,No,19.0,NSW,11,low,1289.85,66.0,0
12154,Male,78,High Net Worth,N,No,19.0,NSW,11,medium,1231.15,66.0,1
12155,Male,17,Mass Customer,N,Yes,17.0,VIC,4,medium,1762.96,45.0,1
12156,Male,17,Mass Customer,N,Yes,17.0,VIC,4,medium,441.49,45.0,1
12157,Male,81,Affluent Customer,N,Yes,9.0,VIC,9,medium,1873.97,41.0,1
12158,Male,81,Affluent Customer,N,Yes,9.0,VIC,9,medium,499.53,41.0,1
12159,Male,81,Affluent Customer,N,Yes,9.0,VIC,9,medium,2091.47,41.0,1
12160,Male,81,Affluent Customer,N,Yes,9.0,VIC,9,medium,1362.99,41.0,1
12161,Male,76,Affluent Customer,N,No,3.0,NSW,12,medium,1292.84,25.0,1
12162,Male,76,Affluent Customer,N,No,3.0,NSW,12,low,363.01,25.0,0
12163,Male,76,Affluent Customer,N,No,3.0,NSW,12,high,358.39,25.0,0
12164,Male,76,Affluent Customer,N,No,3.0,NSW,12,medium,441.49,25.0,1
12165,Male,76,Affluent Customer,N,No,3.0,NSW,12,medium,1469.44,25.0,1
12172,Female,51,Mass Customer,N,No,17.0,QLD,5,medium,1292.84,35.0,0
12173,Female,51,Mass Customer,N,No,17.0,QLD,5,high,1842.92,35.0,0
12174,Female,51,Mass Customer,N,No,17.0,QLD,5,medium,1280.28,35.0,0
12175,Female,51,Mass Customer,N,No,17.0,QLD,5,medium,1061.56,35.0,0
12176,Male,80,Mass Customer,N,No,1.0,NSW,8,medium,1894.19,23.0,1
12177,Male,80,Mass Customer,N,No,1.0,NSW,8,medium,1703.52,23.0,1
12178,Male,80,Mass Customer,N,No,1.0,NSW,8,medium,1216.14,23.0,1
12179,Male,80,Mass Customer,N,No,1.0,NSW,8,high,1458.17,23.0,0
12180,Male,80,Mass Customer,N,No,1.0,NSW,8,medium,1415.01,23.0,1
12181,Male,80,Mass Customer,N,No,1.0,NSW,8,high,1129.13,23.0,0
12182,Male,80,Mass Customer,N,No,1.0,NSW,8,medium,575.27,23.0,1
12183,Male,80,Mass Customer,N,No,1.0,NSW,8,medium,1636.9,23.0,1
12184,Female,35,Mass Customer,N,Yes,22.0,VIC,8,medium,71.49,31.0,1
12185,Female,35,Mass Customer,N,Yes,22.0,VIC,8,medium,1635.3,31.0,1
12186,Female,35,Mass Customer,N,Yes,22.0,VIC,8,medium,792.9,31.0,1
12188,Female,35,Mass Customer,N,Yes,22.0,VIC,8,medium,752.64,31.0,1
12189,Female,35,Mass Customer,N,Yes,22.0,VIC,8,medium,2083.94,31.0,1
12190,Female,35,Mass Customer,N,Yes,22.0,VIC,8,medium,586.45,31.0,1
12191,Female,35,Mass Customer,N,Yes,22.0,VIC,8,medium,1873.97,31.0,1
12192,Female,35,Mass Customer,N,Yes,22.0,VIC,8,medium,1703.52,31.0,1
12193,Female,35,Mass Customer,N,Yes,22.0,VIC,8,low,642.31,31.0,0
12198,Female,36,Affluent Customer,N,No,2.0,QLD,10,medium,1311.44,27.0,0
12199,Female,36,Affluent Customer,N,No,2.0,QLD,10,medium,1810.0,27.0,0
12200,Female,36,Affluent Customer,N,No,2.0,QLD,10,high,1129.13,27.0,0
12201,Female,36,Affluent Customer,N,No,2.0,QLD,10,medium,416.98,27.0,0
12202,Female,36,Affluent Customer,N,No,2.0,QLD,10,medium,235.63,27.0,0
12203,Female,36,Affluent Customer,N,No,2.0,QLD,10,medium,1292.84,27.0,0
12210,Female,9,High Net Worth,N,No,18.0,NSW,8,low,71.16,45.0,0
12211,Female,9,High Net Worth,N,No,18.0,NSW,8,medium,1231.15,45.0,1
12212,Female,9,High Net Worth,N,No,18.0,NSW,8,medium,175.89,45.0,1
12213,Female,9,High Net Worth,N,No,18.0,NSW,8,low,642.31,45.0,0
12214,Female,9,High Net Worth,N,No,18.0,NSW,8,high,774.53,45.0,0
12215,Female,9,High Net Worth,N,No,18.0,NSW,8,medium,1311.44,45.0,1
12216,Male,65,Mass Customer,N,Yes,17.0,NSW,1,medium,1311.44,62.0,1
12217,Male,65,Mass Customer,N,Yes,17.0,NSW,1,medium,586.45,62.0,1
12218,Male,65,Mass Customer,N,Yes,17.0,NSW,1,high,774.53,62.0,1
12219,Male,65,Mass Customer,N,Yes,17.0,NSW,1,medium,290.62,62.0,1
12220,Female,66,Mass Customer,N,No,7.0,VIC,12,low,590.26,46.0,0
12221,Female,66,Mass Customer,N,No,7.0,VIC,12,high,227.88,46.0,0
12222,Female,66,Mass Customer,N,No,7.0,VIC,12,low,1720.7,46.0,0
12223,Female,66,Mass Customer,N,No,7.0,VIC,12,medium,1483.2,46.0,0
12224,Female,66,Mass Customer,N,No,7.0,VIC,12,medium,1415.01,46.0,0
12225,Male,31,Affluent Customer,N,Yes,16.0,NSW,10,medium,2083.94,44.0,1
12226,Male,31,Affluent Customer,N,Yes,16.0,NSW,10,medium,1703.52,44.0,1
12227,Male,26,High Net Worth,N,No,3.0,NSW,9,medium,183.86,40.0,1
12228,Male,26,High Net Worth,N,No,3.0,NSW,9,medium,1228.07,40.0,1
12229,Female,95,High Net Worth,N,Yes,16.0,NSW,2,low,590.26,30.0,1
12230,Female,95,High Net Worth,N,Yes,16.0,NSW,2,medium,795.34,30.0,1
12231,Female,95,High Net Worth,N,Yes,16.0,NSW,2,low,1720.7,30.0,1
12232,Female,95,High Net Worth,N,Yes,16.0,NSW,2,medium,499.53,30.0,1
12233,Female,95,High Net Worth,N,Yes,16.0,NSW,2,medium,1198.46,30.0,1
12234,Female,95,High Net Worth,N,Yes,16.0,NSW,2,medium,1065.03,30.0,1
12235,Female,95,High Net Worth,N,Yes,16.0,NSW,2,medium,2083.94,30.0,1
12236,Female,95,High Net Worth,N,Yes,16.0,NSW,2,medium,1216.14,30.0,1
12243,Female,16,High Net Worth,N,Yes,22.0,NSW,9,low,1073.07,35.0,1
12244,Female,16,High Net Worth,N,Yes,22.0,NSW,9,medium,1577.53,35.0,1
12245,Female,16,High Net Worth,N,Yes,22.0,NSW,9,medium,1777.8,35.0,1
12246,Female,16,High Net Worth,N,Yes,22.0,NSW,9,high,1129.13,35.0,1
12247,Female,16,High Net Worth,N,Yes,22.0,NSW,9,medium,2091.47,35.0,1
12248,Female,16,High Net Worth,N,Yes,22.0,NSW,9,medium,1151.96,35.0,1
12249,Female,16,High Net Worth,N,Yes,22.0,NSW,9,medium,1775.81,35.0,1
12250,Female,16,High Net Worth,N,Yes,22.0,NSW,9,medium,2091.47,35.0,1
12251,Female,44,High Net Worth,N,No,3.0,NSW,1,medium,1151.96,22.0,1
12252,Female,44,High Net Worth,N,No,3.0,NSW,1,medium,2091.47,22.0,1
12253,Female,44,High Net Worth,N,No,3.0,NSW,1,high,774.53,22.0,0
12254,Female,44,High Net Worth,N,No,3.0,NSW,1,medium,1386.84,22.0,1
12255,Female,44,High Net Worth,N,No,3.0,NSW,1,high,1148.64,22.0,0
12256,Male,16,Affluent Customer,N,No,2.0,VIC,3,medium,1769.64,20.0,0
12257,Male,16,Affluent Customer,N,No,2.0,VIC,3,medium,290.62,20.0,0
12258,Male,16,Affluent Customer,N,No,2.0,VIC,3,high,1842.92,20.0,0
12259,Male,16,Affluent Customer,N,No,2.0,VIC,3,medium,2083.94,20.0,0
12260,Male,16,Affluent Customer,N,No,2.0,VIC,3,medium,569.56,20.0,0
12263,Female,21,High Net Worth,N,Yes,5.0,NSW,9,medium,1945.43,55.0,1
12264,Female,21,High Net Worth,N,Yes,5.0,NSW,9,medium,1280.28,55.0,1
12265,Female,21,High Net Worth,N,Yes,5.0,NSW,9,medium,1466.68,55.0,1
12266,Female,21,High Net Worth,N,Yes,5.0,NSW,9,medium,1577.53,55.0,1
12271,Female,23,High Net Worth,N,No,15.0,NSW,8,medium,2083.94,42.0,1
12272,Female,23,High Net Worth,N,No,15.0,NSW,8,medium,642.7,42.0,1
12273,Female,23,High Net Worth,N,No,15.0,NSW,8,medium,1775.81,42.0,1
12274,Female,23,High Net Worth,N,No,15.0,NSW,8,high,358.39,42.0,0
12275,Female,23,High Net Worth,N,No,15.0,NSW,8,medium,1762.96,42.0,1
12276,Female,23,High Net Worth,N,No,15.0,NSW,8,medium,1635.3,42.0,1
12277,Female,23,High Net Worth,N,No,15.0,NSW,8,medium,1466.68,42.0,1
12279,Female,87,Affluent Customer,N,Yes,7.0,VIC,7,medium,1635.3,38.0,1
12280,Female,87,Affluent Customer,N,Yes,7.0,VIC,7,low,980.37,38.0,0
12281,Female,87,Affluent Customer,N,Yes,7.0,VIC,7,low,980.37,38.0,0
12282,Female,87,Affluent Customer,N,Yes,7.0,VIC,7,medium,2091.47,38.0,1
12283,Female,87,Affluent Customer,N,Yes,7.0,VIC,7,low,1793.43,38.0,0
12284,Male,59,High Net Worth,N,No,21.0,QLD,1,medium,1240.31,44.0,0
12285,Male,59,High Net Worth,N,No,21.0,QLD,1,medium,1386.84,44.0,0
12286,Male,59,High Net Worth,N,No,21.0,QLD,1,medium,1636.9,44.0,0
12287,Male,59,High Net Worth,N,No,21.0,QLD,1,medium,183.86,44.0,0
12288,Male,59,High Net Worth,N,No,21.0,QLD,1,medium,1812.75,44.0,0
12289,Male,59,High Net Worth,N,No,21.0,QLD,1,low,688.63,44.0,0
12290,Male,59,High Net Worth,N,No,21.0,QLD,1,medium,1036.59,44.0,0
12291,Male,59,High Net Worth,N,No,21.0,QLD,1,medium,1061.56,44.0,0
12292,Female,50,High Net Worth,N,Yes,4.0,NSW,10,medium,1894.19,56.0,1
12293,Female,50,High Net Worth,N,Yes,4.0,NSW,10,low,958.74,56.0,1
12294,Female,50,High Net Worth,N,Yes,4.0,NSW,10,medium,202.62,56.0,1
12295,Female,50,High Net Worth,N,Yes,4.0,NSW,10,medium,1765.3,56.0,1
12308,Female,12,Mass Customer,N,Yes,9.0,NSW,4,medium,642.7,42.0,1
12309,Female,12,Mass Customer,N,Yes,9.0,NSW,4,high,1024.66,42.0,1
12310,Female,12,Mass Customer,N,Yes,9.0,NSW,4,high,1842.92,42.0,1
12311,Female,12,Mass Customer,N,Yes,9.0,NSW,4,high,1977.36,42.0,1
12312,Female,12,Mass Customer,N,Yes,9.0,NSW,4,medium,1890.39,42.0,1
12313,Female,12,Mass Customer,N,Yes,9.0,NSW,4,low,1289.85,42.0,1
12314,Female,12,Mass Customer,N,Yes,9.0,NSW,4,medium,544.05,42.0,1
12315,Female,12,Mass Customer,N,Yes,9.0,NSW,4,medium,1240.31,42.0,1
12316,Female,44,Affluent Customer,N,Yes,19.0,NSW,8,high,748.17,61.0,1
12322,Female,78,Mass Customer,N,Yes,15.0,VIC,6,medium,1812.75,31.0,1
12323,Female,78,Mass Customer,N,Yes,15.0,VIC,6,medium,1216.14,31.0,1
12324,Female,78,Mass Customer,N,Yes,15.0,VIC,6,medium,100.35,31.0,1
12325,Female,78,Mass Customer,N,Yes,15.0,VIC,6,medium,1777.8,31.0,1
12348,Female,40,Mass Customer,N,Yes,19.0,VIC,10,high,1842.92,52.0,0
12349,Female,40,Mass Customer,N,Yes,19.0,VIC,10,low,574.64,52.0,0
12350,Female,40,Mass Customer,N,Yes,19.0,VIC,10,medium,569.56,52.0,1
12351,Female,40,Mass Customer,N,Yes,19.0,VIC,10,medium,1945.43,52.0,1
12352,Female,40,Mass Customer,N,Yes,19.0,VIC,10,high,2005.66,52.0,0
12353,Female,40,Mass Customer,N,Yes,19.0,VIC,10,medium,1216.14,52.0,1
12354,Female,40,Mass Customer,N,Yes,19.0,VIC,10,medium,71.49,52.0,1
12355,Female,40,Mass Customer,N,Yes,19.0,VIC,10,low,688.63,52.0,0
12356,Female,40,Mass Customer,N,Yes,19.0,VIC,10,low,980.37,52.0,0
12365,Female,86,High Net Worth,N,No,6.0,NSW,9,medium,1466.68,40.0,1
12366,Female,86,High Net Worth,N,No,6.0,NSW,9,medium,543.39,40.0,1
12367,Female,86,High Net Worth,N,No,6.0,NSW,9,medium,1945.43,40.0,1
12368,Female,86,High Net Worth,N,No,6.0,NSW,9,high,1179.0,40.0,0
12369,Female,86,High Net Worth,N,No,6.0,NSW,9,low,980.37,40.0,0
12370,Female,86,High Net Worth,N,No,6.0,NSW,9,medium,1810.0,40.0,1
12383,Male,96,Mass Customer,N,Yes,18.0,NSW,1,medium,1635.3,43.0,1
12384,Male,96,Mass Customer,N,Yes,18.0,NSW,1,high,1661.92,43.0,1
12385,Male,96,Mass Customer,N,Yes,18.0,NSW,1,medium,1810.0,43.0,1
12386,Male,96,Mass Customer,N,Yes,18.0,NSW,1,medium,1362.99,43.0,1
12387,Male,96,Mass Customer,N,Yes,18.0,NSW,1,high,227.88,43.0,1
12388,Male,96,Mass Customer,N,Yes,18.0,NSW,1,medium,290.62,43.0,1
12389,Female,52,Mass Customer,N,No,19.0,QLD,8,low,958.74,42.0,0
12390,Female,52,Mass Customer,N,No,19.0,QLD,8,low,1172.78,42.0,0
12391,Male,11,Mass Customer,N,No,6.0,NSW,9,medium,1227.34,60.0,1
12392,Male,11,Mass Customer,N,No,6.0,NSW,9,medium,792.9,60.0,1
12393,Male,11,Mass Customer,N,No,6.0,NSW,9,high,2005.66,60.0,0
12394,Male,11,Mass Customer,N,No,6.0,NSW,9,medium,1386.84,60.0,1
12395,Male,11,Mass Customer,N,No,6.0,NSW,9,medium,569.56,60.0,1
12401,Female,64,Mass Customer,N,Yes,15.0,VIC,8,medium,1765.3,49.0,1
12402,Female,64,Mass Customer,N,Yes,15.0,VIC,8,medium,1216.14,49.0,1
12403,Female,64,Mass Customer,N,Yes,15.0,VIC,8,medium,1227.34,49.0,1
12404,Female,64,Mass Customer,N,Yes,15.0,VIC,8,high,1129.13,49.0,0
12405,Female,64,Mass Customer,N,Yes,15.0,VIC,8,medium,1151.96,49.0,1
12406,Female,64,Mass Customer,N,Yes,15.0,VIC,8,low,363.01,49.0,0
12412,Male,49,High Net Worth,N,Yes,10.0,NSW,8,medium,792.9,46.0,1
12413,Male,49,High Net Worth,N,Yes,10.0,NSW,8,medium,1386.84,46.0,1
12414,Male,49,High Net Worth,N,Yes,10.0,NSW,8,medium,792.9,46.0,1
12415,Male,49,High Net Worth,N,Yes,10.0,NSW,8,medium,1812.75,46.0,1
12421,Female,12,Mass Customer,N,Yes,18.0,NSW,9,high,495.72,47.0,1
12422,Female,12,Mass Customer,N,Yes,18.0,NSW,9,medium,1469.44,47.0,1
12423,Female,12,Mass Customer,N,Yes,18.0,NSW,9,medium,1807.45,47.0,1
12424,Female,12,Mass Customer,N,Yes,18.0,NSW,9,low,1720.7,47.0,1
12425,Female,12,Mass Customer,N,Yes,18.0,NSW,9,medium,202.62,47.0,1
12426,Female,12,Mass Customer,N,Yes,18.0,NSW,9,medium,912.52,47.0,1
12427,Female,12,Mass Customer,N,Yes,18.0,NSW,9,high,1977.36,47.0,1
12438,Female,78,Mass Customer,N,No,16.0,NSW,6,high,495.72,36.0,0
12439,Female,78,Mass Customer,N,No,16.0,NSW,6,high,12.01,36.0,0
12440,Female,78,Mass Customer,N,No,16.0,NSW,6,high,495.72,36.0,0
12441,Female,78,Mass Customer,N,No,16.0,NSW,6,medium,1812.75,36.0,1
12442,Female,78,Mass Customer,N,No,16.0,NSW,6,medium,1311.44,36.0,1
12443,Female,78,Mass Customer,N,No,16.0,NSW,6,medium,1894.19,36.0,1
12450,Male,83,Mass Customer,N,Yes,17.0,QLD,5,medium,1635.3,46.0,1
12451,Male,83,Mass Customer,N,Yes,17.0,QLD,5,medium,912.52,46.0,1
12452,Male,83,Mass Customer,N,Yes,17.0,QLD,5,medium,1280.28,46.0,1
12453,Male,80,Mass Customer,N,No,18.0,NSW,4,medium,1945.43,41.0,1
12454,Male,80,Mass Customer,N,No,18.0,NSW,4,low,945.04,41.0,0
12456,Male,80,Mass Customer,N,No,18.0,NSW,4,medium,1945.43,41.0,1
12457,Male,80,Mass Customer,N,No,18.0,NSW,4,medium,2083.94,41.0,1
12458,Male,80,Mass Customer,N,No,18.0,NSW,4,medium,1635.3,41.0,1
12459,Male,27,Affluent Customer,N,No,6.0,NSW,12,medium,912.52,57.0,1
12460,Male,27,Affluent Customer,N,No,6.0,NSW,12,low,1057.51,57.0,0
12461,Male,27,Affluent Customer,N,No,6.0,NSW,12,medium,569.56,57.0,1
12462,Male,27,Affluent Customer,N,No,6.0,NSW,12,medium,1812.75,57.0,1
12463,Male,27,Affluent Customer,N,No,6.0,NSW,12,medium,1469.44,57.0,1
12464,Male,27,Affluent Customer,N,No,6.0,NSW,12,medium,1873.97,57.0,1
12465,Female,21,High Net Worth,N,No,10.0,NSW,9,medium,544.05,50.0,1
12466,Female,21,High Net Worth,N,No,10.0,NSW,9,medium,569.56,50.0,1
12467,Female,21,High Net Worth,N,No,10.0,NSW,9,low,642.31,50.0,0
12468,Female,21,High Net Worth,N,No,10.0,NSW,9,medium,60.34,50.0,1
12469,Female,21,High Net Worth,N,No,10.0,NSW,9,medium,1280.28,50.0,1
12470,Female,21,High Net Worth,N,No,10.0,NSW,9,medium,1403.5,50.0,1
12471,Male,6,Affluent Customer,N,Yes,13.0,NSW,10,high,1024.66,41.0,1
12472,Male,6,Affluent Customer,N,Yes,13.0,NSW,10,medium,1636.9,41.0,1
12473,Male,6,Affluent Customer,N,Yes,13.0,NSW,10,medium,2091.47,41.0,1
12474,Male,6,Affluent Customer,N,Yes,13.0,NSW,10,medium,2091.47,41.0,1
12475,Female,27,Mass Customer,N,Yes,22.0,NSW,2,medium,1873.97,44.0,1
12476,Female,27,Mass Customer,N,Yes,22.0,NSW,2,medium,1061.56,44.0,1
12477,Female,27,Mass Customer,N,Yes,22.0,NSW,2,high,1024.66,44.0,1
12478,Female,27,Mass Customer,N,Yes,22.0,NSW,2,medium,1151.96,44.0,1
12479,Male,32,High Net Worth,N,No,11.0,VIC,6,medium,1775.81,58.0,0
12480,Male,32,High Net Worth,N,No,11.0,VIC,6,medium,1483.2,58.0,0
12482,Male,32,High Net Worth,N,No,11.0,VIC,6,high,1148.64,58.0,0
12483,Male,32,High Net Worth,N,No,11.0,VIC,6,medium,795.34,58.0,0
12484,Male,32,High Net Worth,N,No,11.0,VIC,6,medium,1386.84,58.0,0
12485,Male,23,Mass Customer,N,No,13.0,VIC,8,medium,1292.84,35.0,0
12486,Male,23,Mass Customer,N,No,13.0,VIC,8,medium,478.16,35.0,0
12487,Male,23,Mass Customer,N,No,13.0,VIC,8,medium,1362.99,35.0,0
12488,Male,23,Mass Customer,N,No,13.0,VIC,8,high,1024.66,35.0,0
12489,Female,79,High Net Worth,N,Yes,12.0,NSW,5,medium,1292.84,58.0,1
12490,Female,79,High Net Worth,N,Yes,12.0,NSW,5,medium,795.34,58.0,1
12491,Female,79,High Net Worth,N,Yes,12.0,NSW,5,low,574.64,58.0,1
12492,Male,35,Mass Customer,N,No,9.0,NSW,7,medium,642.7,43.0,1
12493,Male,35,Mass Customer,N,No,9.0,NSW,7,medium,1812.75,43.0,1
12494,Male,35,Mass Customer,N,No,9.0,NSW,7,medium,1386.84,43.0,1
